"Column0","Column1","Column2","Column3","Column4"
"Value_1733_0","Value_1733_1","Value_1733_2","Value_1733_3","Value_1733_4"
"Value_1734_0","Value_1734_1","Value_1734_2","Value_1734_3","Value_1734_4"
"Value_1735_0","Value_1735_1","Value_1735_2","Value_1735_3","Value_1735_4"
"Value_1736_0","Value_1736_1","Value_1736_2","Value_1736_3","Value_1736_4"
"Value_1737_0","Value_1737_1","Value_1737_2","Value_1737_3","Value_1737_4"
"Value_1738_0","Value_1738_1","Value_1738_2","Value_1738_3","Value_1738_4"
"Value_1739_0","Value_1739_1","Value_1739_2","Value_1739_3","Value_1739_4"
"Value_1740_0","Value_1740_1","Value_1740_2","Value_1740_3","Value_1740_4"
"Value_1741_0","Value_1741_1","Value_1741_2","Value_1741_3","Value_1741_4"
"Value_1742_0","Value_1742_1","Value_1742_2","Value_1742_3","Value_1742_4"
"Value_1743_0","Value_1743_1","Value_1743_2","Value_1743_3","Value_1743_4"
"Value_1744_0","Value_1744_1","Value_1744_2","Value_1744_3","Value_1744_4"
"Value_1745_0","Value_1745_1","Value_1745_2","Value_1745_3","Value_1745_4"
"Value_1746_0","Value_1746_1","Value_1746_2","Value_1746_3","Value_1746_4"
"Value_1747_0","Value_1747_1","Value_1747_2","Value_1747_3","Value_1747_4"
"Value_1748_0","Value_1748_1","Value_1748_2","Value_1748_3","Value_1748_4"
"Value_1749_0","Value_1749_1","Value_1749_2","Value_1749_3","Value_1749_4"
"Value_1750_0","Value_1750_1","Value_1750_2","Value_1750_3","Value_1750_4"
"Value_1751_0","Value_1751_1","Value_1751_2","Value_1751_3","Value_1751_4"
"Value_1752_0","Value_1752_1","Value_1752_2","Value_1752_3","Value_1752_4"
"Value_1753_0","Value_1753_1","Value_1753_2","Value_1753_3","Value_1753_4"
"Value_1754_0","Value_1754_1","Value_1754_2","Value_1754_3","Value_1754_4"
"Value_1755_0","Value_1755_1","Value_1755_2","Value_1755_3","Value_1755_4"
"Value_1756_0","Value_1756_1","Value_1756_2","Value_1756_3","Value_1756_4"
"Value_1757_0","Value_1757_1","Value_1757_2","Value_1757_3","Value_1757_4"
"Value_1758_0","Value_1758_1","Value_1758_2","Value_1758_3","Value_1758_4"
"Value_1759_0","Value_1759_1","Value_1759_2","Value_1759_3","Value_1759_4"
"Value_1760_0","Value_1760_1","Value_1760_2","Value_1760_3","Value_1760_4"
"Value_1761_0","Value_1761_1","Value_1761_2","Value_1761_3","Value_1761_4"
"Value_1762_0","Value_1762_1","Value_1762_2","Value_1762_3","Value_1762_4"
"Value_1763_0","Value_1763_1","Value_1763_2","Value_1763_3","Value_1763_4"
"Value_1764_0","Value_1764_1","Value_1764_2","Value_1764_3","Value_1764_4"
"Value_1765_0","Value_1765_1","Value_1765_2","Value_1765_3","Value_1765_4"
"Value_1766_0","Value_1766_1","Value_1766_2","Value_1766_3","Value_1766_4"
"Value_1767_0","Value_1767_1","Value_1767_2","Value_1767_3","Value_1767_4"
"Value_1768_0","Value_1768_1","Value_1768_2","Value_1768_3","Value_1768_4"
"Value_1769_0","Value_1769_1","Value_1769_2","Value_1769_3","Value_1769_4"
"Value_1770_0","Value_1770_1","Value_1770_2","Value_1770_3","Value_1770_4"
"Value_1771_0","Value_1771_1","Value_1771_2","Value_1771_3","Value_1771_4"
"Value_1772_0","Value_1772_1","Value_1772_2","Value_1772_3","Value_1772_4"
"Value_1773_0","Value_1773_1","Value_1773_2","Value_1773_3","Value_1773_4"
"Value_1774_0","Value_1774_1","Value_1774_2","Value_1774_3","Value_1774_4"
"Value_1775_0","Value_1775_1","Value_1775_2","Value_1775_3","Value_1775_4"
"Value_1776_0","Value_1776_1","Value_1776_2","Value_1776_3","Value_1776_4"
"Value_1777_0","Value_1777_1","Value_1777_2","Value_1777_3","Value_1777_4"
"Value_1778_0","Value_1778_1","Value_1778_2","Value_1778_3","Value_1778_4"
"Value_1779_0","Value_1779_1","Value_1779_2","Value_1779_3","Value_1779_4"
"Value_1780_0","Value_1780_1","Value_1780_2","Value_1780_3","Value_1780_4"
"Value_1781_0","Value_1781_1","Value_1781_2","Value_1781_3","Value_1781_4"
"Value_1782_0","Value_1782_1","Value_1782_2","Value_1782_3","Value_1782_4"
"Value_1783_0","Value_1783_1","Value_1783_2","Value_1783_3","Value_1783_4"
"Value_1784_0","Value_1784_1","Value_1784_2","Value_1784_3","Value_1784_4"
"Value_1785_0","Value_1785_1","Value_1785_2","Value_1785_3","Value_1785_4"
"Value_1786_0","Value_1786_1","Value_1786_2","Value_1786_3","Value_1786_4"
"Value_1787_0","Value_1787_1","Value_1787_2","Value_1787_3","Value_1787_4"
"Value_1788_0","Value_1788_1","Value_1788_2","Value_1788_3","Value_1788_4"
"Value_1789_0","Value_1789_1","Value_1789_2","Value_1789_3","Value_1789_4"
"Value_1790_0","Value_1790_1","Value_1790_2","Value_1790_3","Value_1790_4"
"Value_1791_0","Value_1791_1","Value_1791_2","Value_1791_3","Value_1791_4"
"Value_1792_0","Value_1792_1","Value_1792_2","Value_1792_3","Value_1792_4"
"Value_1793_0","Value_1793_1","Value_1793_2","Value_1793_3","Value_1793_4"
"Value_1794_0","Value_1794_1","Value_1794_2","Value_1794_3","Value_1794_4"
"Value_1795_0","Value_1795_1","Value_1795_2","Value_1795_3","Value_1795_4"
"Value_1796_0","Value_1796_1","Value_1796_2","Value_1796_3","Value_1796_4"
"Value_1797_0","Value_1797_1","Value_1797_2","Value_1797_3","Value_1797_4"
"Value_1798_0","Value_1798_1","Value_1798_2","Value_1798_3","Value_1798_4"
"Value_1799_0","Value_1799_1","Value_1799_2","Value_1799_3","Value_1799_4"
"Value_1800_0","Value_1800_1","Value_1800_2","Value_1800_3","Value_1800_4"
"Value_1801_0","Value_1801_1","Value_1801_2","Value_1801_3","Value_1801_4"
"Value_1802_0","Value_1802_1","Value_1802_2","Value_1802_3","Value_1802_4"
"Value_1803_0","Value_1803_1","Value_1803_2","Value_1803_3","Value_1803_4"
"Value_1804_0","Value_1804_1","Value_1804_2","Value_1804_3","Value_1804_4"
"Value_1805_0","Value_1805_1","Value_1805_2","Value_1805_3","Value_1805_4"
"Value_1806_0","Value_1806_1","Value_1806_2","Value_1806_3","Value_1806_4"
"Value_1807_0","Value_1807_1","Value_1807_2","Value_1807_3","Value_1807_4"
"Value_1808_0","Value_1808_1","Value_1808_2","Value_1808_3","Value_1808_4"
"Value_1809_0","Value_1809_1","Value_1809_2","Value_1809_3","Value_1809_4"
"Value_1810_0","Value_1810_1","Value_1810_2","Value_1810_3","Value_1810_4"
"Value_1811_0","Value_1811_1","Value_1811_2","Value_1811_3","Value_1811_4"
"Value_1812_0","Value_1812_1","Value_1812_2","Value_1812_3","Value_1812_4"
"Value_1813_0","Value_1813_1","Value_1813_2","Value_1813_3","Value_1813_4"
"Value_1814_0","Value_1814_1","Value_1814_2","Value_1814_3","Value_1814_4"
"Value_1815_0","Value_1815_1","Value_1815_2","Value_1815_3","Value_1815_4"
"Value_1816_0","Value_1816_1","Value_1816_2","Value_1816_3","Value_1816_4"
"Value_1817_0","Value_1817_1","Value_1817_2","Value_1817_3","Value_1817_4"
"Value_1818_0","Value_1818_1","Value_1818_2","Value_1818_3","Value_1818_4"
"Value_1819_0","Value_1819_1","Value_1819_2","Value_1819_3","Value_1819_4"
"Value_1820_0","Value_1820_1","Value_1820_2","Value_1820_3","Value_1820_4"
"Value_1821_0","Value_1821_1","Value_1821_2","Value_1821_3","Value_1821_4"
"Value_1822_0","Value_1822_1","Value_1822_2","Value_1822_3","Value_1822_4"
"Value_1823_0","Value_1823_1","Value_1823_2","Value_1823_3","Value_1823_4"
"Value_1824_0","Value_1824_1","Value_1824_2","Value_1824_3","Value_1824_4"
"Value_1825_0","Value_1825_1","Value_1825_2","Value_1825_3","Value_1825_4"
"Value_1826_0","Value_1826_1","Value_1826_2","Value_1826_3","Value_1826_4"
"Value_1827_0","Value_1827_1","Value_1827_2","Value_1827_3","Value_1827_4"
"Value_1828_0","Value_1828_1","Value_1828_2","Value_1828_3","Value_1828_4"
"Value_1829_0","Value_1829_1","Value_1829_2","Value_1829_3","Value_1829_4"
"Value_1830_0","Value_1830_1","Value_1830_2","Value_1830_3","Value_1830_4"
"Value_1831_0","Value_1831_1","Value_1831_2","Value_1831_3","Value_1831_4"
"Value_1832_0","Value_1832_1","Value_1832_2","Value_1832_3","Value_1832_4"
"Value_1833_0","Value_1833_1","Value_1833_2","Value_1833_3","Value_1833_4"
"Value_1834_0","Value_1834_1","Value_1834_2","Value_1834_3","Value_1834_4"
"Value_1835_0","Value_1835_1","Value_1835_2","Value_1835_3","Value_1835_4"
"Value_1836_0","Value_1836_1","Value_1836_2","Value_1836_3","Value_1836_4"
"Value_1837_0","Value_1837_1","Value_1837_2","Value_1837_3","Value_1837_4"
"Value_1838_0","Value_1838_1","Value_1838_2","Value_1838_3","Value_1838_4"
"Value_1839_0","Value_1839_1","Value_1839_2","Value_1839_3","Value_1839_4"
"Value_1840_0","Value_1840_1","Value_1840_2","Value_1840_3","Value_1840_4"
"Value_1841_0","Value_1841_1","Value_1841_2","Value_1841_3","Value_1841_4"
"Value_1842_0","Value_1842_1","Value_1842_2","Value_1842_3","Value_1842_4"
"Value_1843_0","Value_1843_1","Value_1843_2","Value_1843_3","Value_1843_4"
"Value_1844_0","Value_1844_1","Value_1844_2","Value_1844_3","Value_1844_4"
"Value_1845_0","Value_1845_1","Value_1845_2","Value_1845_3","Value_1845_4"
"Value_1846_0","Value_1846_1","Value_1846_2","Value_1846_3","Value_1846_4"
"Value_1847_0","Value_1847_1","Value_1847_2","Value_1847_3","Value_1847_4"
"Value_1848_0","Value_1848_1","Value_1848_2","Value_1848_3","Value_1848_4"
"Value_1849_0","Value_1849_1","Value_1849_2","Value_1849_3","Value_1849_4"
"Value_1850_0","Value_1850_1","Value_1850_2","Value_1850_3","Value_1850_4"
"Value_1851_0","Value_1851_1","Value_1851_2","Value_1851_3","Value_1851_4"
"Value_1852_0","Value_1852_1","Value_1852_2","Value_1852_3","Value_1852_4"
"Value_1853_0","Value_1853_1","Value_1853_2","Value_1853_3","Value_1853_4"
"Value_1854_0","Value_1854_1","Value_1854_2","Value_1854_3","Value_1854_4"
"Value_1855_0","Value_1855_1","Value_1855_2","Value_1855_3","Value_1855_4"
"Value_1856_0","Value_1856_1","Value_1856_2","Value_1856_3","Value_1856_4"
"Value_1857_0","Value_1857_1","Value_1857_2","Value_1857_3","Value_1857_4"
"Value_1858_0","Value_1858_1","Value_1858_2","Value_1858_3","Value_1858_4"
"Value_1859_0","Value_1859_1","Value_1859_2","Value_1859_3","Value_1859_4"
"Value_1860_0","Value_1860_1","Value_1860_2","Value_1860_3","Value_1860_4"
"Value_1861_0","Value_1861_1","Value_1861_2","Value_1861_3","Value_1861_4"
"Value_1862_0","Value_1862_1","Value_1862_2","Value_1862_3","Value_1862_4"
"Value_1863_0","Value_1863_1","Value_1863_2","Value_1863_3","Value_1863_4"
"Value_1864_0","Value_1864_1","Value_1864_2","Value_1864_3","Value_1864_4"
"Value_1865_0","Value_1865_1","Value_1865_2","Value_1865_3","Value_1865_4"
"Value_1866_0","Value_1866_1","Value_1866_2","Value_1866_3","Value_1866_4"
"Value_1867_0","Value_1867_1","Value_1867_2","Value_1867_3","Value_1867_4"
"Value_1868_0","Value_1868_1","Value_1868_2","Value_1868_3","Value_1868_4"
"Value_1869_0","Value_1869_1","Value_1869_2","Value_1869_3","Value_1869_4"
"Value_1870_0","Value_1870_1","Value_1870_2","Value_1870_3","Value_1870_4"
"Value_1871_0","Value_1871_1","Value_1871_2","Value_1871_3","Value_1871_4"
"Value_1872_0","Value_1872_1","Value_1872_2","Value_1872_3","Value_1872_4"
"Value_1873_0","Value_1873_1","Value_1873_2","Value_1873_3","Value_1873_4"
"Value_1874_0","Value_1874_1","Value_1874_2","Value_1874_3","Value_1874_4"
"Value_1875_0","Value_1875_1","Value_1875_2","Value_1875_3","Value_1875_4"
"Value_1876_0","Value_1876_1","Value_1876_2","Value_1876_3","Value_1876_4"
"Value_1877_0","Value_1877_1","Value_1877_2","Value_1877_3","Value_1877_4"
"Value_1878_0","Value_1878_1","Value_1878_2","Value_1878_3","Value_1878_4"
"Value_1879_0","Value_1879_1","Value_1879_2","Value_1879_3","Value_1879_4"
"Value_1880_0","Value_1880_1","Value_1880_2","Value_1880_3","Value_1880_4"
"Value_1881_0","Value_1881_1","Value_1881_2","Value_1881_3","Value_1881_4"
"Value_1882_0","Value_1882_1","Value_1882_2","Value_1882_3","Value_1882_4"
"Value_1883_0","Value_1883_1","Value_1883_2","Value_1883_3","Value_1883_4"
"Value_1884_0","Value_1884_1","Value_1884_2","Value_1884_3","Value_1884_4"
"Value_1885_0","Value_1885_1","Value_1885_2","Value_1885_3","Value_1885_4"
"Value_1886_0","Value_1886_1","Value_1886_2","Value_1886_3","Value_1886_4"
"Value_1887_0","Value_1887_1","Value_1887_2","Value_1887_3","Value_1887_4"
"Value_1888_0","Value_1888_1","Value_1888_2","Value_1888_3","Value_1888_4"
"Value_1889_0","Value_1889_1","Value_1889_2","Value_1889_3","Value_1889_4"
"Value_1890_0","Value_1890_1","Value_1890_2","Value_1890_3","Value_1890_4"
"Value_1891_0","Value_1891_1","Value_1891_2","Value_1891_3","Value_1891_4"
"Value_1892_0","Value_1892_1","Value_1892_2","Value_1892_3","Value_1892_4"
"Value_1893_0","Value_1893_1","Value_1893_2","Value_1893_3","Value_1893_4"
"Value_1894_0","Value_1894_1","Value_1894_2","Value_1894_3","Value_1894_4"
"Value_1895_0","Value_1895_1","Value_1895_2","Value_1895_3","Value_1895_4"
"Value_1896_0","Value_1896_1","Value_1896_2","Value_1896_3","Value_1896_4"
"Value_1897_0","Value_1897_1","Value_1897_2","Value_1897_3","Value_1897_4"
"Value_1898_0","Value_1898_1","Value_1898_2","Value_1898_3","Value_1898_4"
"Value_1899_0","Value_1899_1","Value_1899_2","Value_1899_3","Value_1899_4"
"Value_1900_0","Value_1900_1","Value_1900_2","Value_1900_3","Value_1900_4"
"Value_1901_0","Value_1901_1","Value_1901_2","Value_1901_3","Value_1901_4"
"Value_1902_0","Value_1902_1","Value_1902_2","Value_1902_3","Value_1902_4"
"Value_1903_0","Value_1903_1","Value_1903_2","Value_1903_3","Value_1903_4"
"Value_1904_0","Value_1904_1","Value_1904_2","Value_1904_3","Value_1904_4"
"Value_1905_0","Value_1905_1","Value_1905_2","Value_1905_3","Value_1905_4"
"Value_1906_0","Value_1906_1","Value_1906_2","Value_1906_3","Value_1906_4"
"Value_1907_0","Value_1907_1","Value_1907_2","Value_1907_3","Value_1907_4"
"Value_1908_0","Value_1908_1","Value_1908_2","Value_1908_3","Value_1908_4"
"Value_1909_0","Value_1909_1","Value_1909_2","Value_1909_3","Value_1909_4"
"Value_1910_0","Value_1910_1","Value_1910_2","Value_1910_3","Value_1910_4"
"Value_1911_0","Value_1911_1","Value_1911_2","Value_1911_3","Value_1911_4"
"Value_1912_0","Value_1912_1","Value_1912_2","Value_1912_3","Value_1912_4"
"Value_1913_0","Value_1913_1","Value_1913_2","Value_1913_3","Value_1913_4"
"Value_1914_0","Value_1914_1","Value_1914_2","Value_1914_3","Value_1914_4"
"Value_1915_0","Value_1915_1","Value_1915_2","Value_1915_3","Value_1915_4"
"Value_1916_0","Value_1916_1","Value_1916_2","Value_1916_3","Value_1916_4"
"Value_1917_0","Value_1917_1","Value_1917_2","Value_1917_3","Value_1917_4"
"Value_1918_0","Value_1918_1","Value_1918_2","Value_1918_3","Value_1918_4"
"Value_1919_0","Value_1919_1","Value_1919_2","Value_1919_3","Value_1919_4"
"Value_1920_0","Value_1920_1","Value_1920_2","Value_1920_3","Value_1920_4"
"Value_1921_0","Value_1921_1","Value_1921_2","Value_1921_3","Value_1921_4"
"Value_1922_0","Value_1922_1","Value_1922_2","Value_1922_3","Value_1922_4"
"Value_1923_0","Value_1923_1","Value_1923_2","Value_1923_3","Value_1923_4"
"Value_1924_0","Value_1924_1","Value_1924_2","Value_1924_3","Value_1924_4"
"Value_1925_0","Value_1925_1","Value_1925_2","Value_1925_3","Value_1925_4"
"Value_1926_0","Value_1926_1","Value_1926_2","Value_1926_3","Value_1926_4"
"Value_1927_0","Value_1927_1","Value_1927_2","Value_1927_3","Value_1927_4"
"Value_1928_0","Value_1928_1","Value_1928_2","Value_1928_3","Value_1928_4"
"Value_1929_0","Value_1929_1","Value_1929_2","Value_1929_3","Value_1929_4"
"Value_1930_0","Value_1930_1","Value_1930_2","Value_1930_3","Value_1930_4"
"Value_1931_0","Value_1931_1","Value_1931_2","Value_1931_3","Value_1931_4"
"Value_1932_0","Value_1932_1","Value_1932_2","Value_1932_3","Value_1932_4"
"Value_1933_0","Value_1933_1","Value_1933_2","Value_1933_3","Value_1933_4"
"Value_1934_0","Value_1934_1","Value_1934_2","Value_1934_3","Value_1934_4"
"Value_1935_0","Value_1935_1","Value_1935_2","Value_1935_3","Value_1935_4"
"Value_1936_0","Value_1936_1","Value_1936_2","Value_1936_3","Value_1936_4"
"Value_1937_0","Value_1937_1","Value_1937_2","Value_1937_3","Value_1937_4"
"Value_1938_0","Value_1938_1","Value_1938_2","Value_1938_3","Value_1938_4"
"Value_1939_0","Value_1939_1","Value_1939_2","Value_1939_3","Value_1939_4"
"Value_1940_0","Value_1940_1","Value_1940_2","Value_1940_3","Value_1940_4"
"Value_1941_0","Value_1941_1","Value_1941_2","Value_1941_3","Value_1941_4"
"Value_1942_0","Value_1942_1","Value_1942_2","Value_1942_3","Value_1942_4"
"Value_1943_0","Value_1943_1","Value_1943_2","Value_1943_3","Value_1943_4"
"Value_1944_0","Value_1944_1","Value_1944_2","Value_1944_3","Value_1944_4"
"Value_1945_0","Value_1945_1","Value_1945_2","Value_1945_3","Value_1945_4"
"Value_1946_0","Value_1946_1","Value_1946_2","Value_1946_3","Value_1946_4"
"Value_1947_0","Value_1947_1","Value_1947_2","Value_1947_3","Value_1947_4"
"Value_1948_0","Value_1948_1","Value_1948_2","Value_1948_3","Value_1948_4"
"Value_1949_0","Value_1949_1","Value_1949_2","Value_1949_3","Value_1949_4"
"Value_1950_0","Value_1950_1","Value_1950_2","Value_1950_3","Value_1950_4"
"Value_1951_0","Value_1951_1","Value_1951_2","Value_1951_3","Value_1951_4"
"Value_1952_0","Value_1952_1","Value_1952_2","Value_1952_3","Value_1952_4"
"Value_1953_0","Value_1953_1","Value_1953_2","Value_1953_3","Value_1953_4"
"Value_1954_0","Value_1954_1","Value_1954_2","Value_1954_3","Value_1954_4"
"Value_1955_0","Value_1955_1","Value_1955_2","Value_1955_3","Value_1955_4"
"Value_1956_0","Value_1956_1","Value_1956_2","Value_1956_3","Value_1956_4"
"Value_1957_0","Value_1957_1","Value_1957_2","Value_1957_3","Value_1957_4"
"Value_1958_0","Value_1958_1","Value_1958_2","Value_1958_3","Value_1958_4"
"Value_1959_0","Value_1959_1","Value_1959_2","Value_1959_3","Value_1959_4"
"Value_1960_0","Value_1960_1","Value_1960_2","Value_1960_3","Value_1960_4"
"Value_1961_0","Value_1961_1","Value_1961_2","Value_1961_3","Value_1961_4"
"Value_1962_0","Value_1962_1","Value_1962_2","Value_1962_3","Value_1962_4"
"Value_1963_0","Value_1963_1","Value_1963_2","Value_1963_3","Value_1963_4"
"Value_1964_0","Value_1964_1","Value_1964_2","Value_1964_3","Value_1964_4"
"Value_1965_0","Value_1965_1","Value_1965_2","Value_1965_3","Value_1965_4"
"Value_1966_0","Value_1966_1","Value_1966_2","Value_1966_3","Value_1966_4"
"Value_1967_0","Value_1967_1","Value_1967_2","Value_1967_3","Value_1967_4"
"Value_1968_0","Value_1968_1","Value_1968_2","Value_1968_3","Value_1968_4"
"Value_1969_0","Value_1969_1","Value_1969_2","Value_1969_3","Value_1969_4"
"Value_1970_0","Value_1970_1","Value_1970_2","Value_1970_3","Value_1970_4"
"Value_1971_0","Value_1971_1","Value_1971_2","Value_1971_3","Value_1971_4"
"Value_1972_0","Value_1972_1","Value_1972_2","Value_1972_3","Value_1972_4"
"Value_1973_0","Value_1973_1","Value_1973_2","Value_1973_3","Value_1973_4"
"Value_1974_0","Value_1974_1","Value_1974_2","Value_1974_3","Value_1974_4"
"Value_1975_0","Value_1975_1","Value_1975_2","Value_1975_3","Value_1975_4"
"Value_1976_0","Value_1976_1","Value_1976_2","Value_1976_3","Value_1976_4"
"Value_1977_0","Value_1977_1","Value_1977_2","Value_1977_3","Value_1977_4"
"Value_1978_0","Value_1978_1","Value_1978_2","Value_1978_3","Value_1978_4"
"Value_1979_0","Value_1979_1","Value_1979_2","Value_1979_3","Value_1979_4"
"Value_1980_0","Value_1980_1","Value_1980_2","Value_1980_3","Value_1980_4"
"Value_1981_0","Value_1981_1","Value_1981_2","Value_1981_3","Value_1981_4"
"Value_1982_0","Value_1982_1","Value_1982_2","Value_1982_3","Value_1982_4"
"Value_1983_0","Value_1983_1","Value_1983_2","Value_1983_3","Value_1983_4"
"Value_1984_0","Value_1984_1","Value_1984_2","Value_1984_3","Value_1984_4"
"Value_1985_0","Value_1985_1","Value_1985_2","Value_1985_3","Value_1985_4"
"Value_1986_0","Value_1986_1","Value_1986_2","Value_1986_3","Value_1986_4"
"Value_1987_0","Value_1987_1","Value_1987_2","Value_1987_3","Value_1987_4"
"Value_1988_0","Value_1988_1","Value_1988_2","Value_1988_3","Value_1988_4"
"Value_1989_0","Value_1989_1","Value_1989_2","Value_1989_3","Value_1989_4"
"Value_1990_0","Value_1990_1","Value_1990_2","Value_1990_3","Value_1990_4"
"Value_1991_0","Value_1991_1","Value_1991_2","Value_1991_3","Value_1991_4"
"Value_1992_0","Value_1992_1","Value_1992_2","Value_1992_3","Value_1992_4"
"Value_1993_0","Value_1993_1","Value_1993_2","Value_1993_3","Value_1993_4"
"Value_1994_0","Value_1994_1","Value_1994_2","Value_1994_3","Value_1994_4"
"Value_1995_0","Value_1995_1","Value_1995_2","Value_1995_3","Value_1995_4"
"Value_1996_0","Value_1996_1","Value_1996_2","Value_1996_3","Value_1996_4"
"Value_1997_0","Value_1997_1","Value_1997_2","Value_1997_3","Value_1997_4"
"Value_1998_0","Value_1998_1","Value_1998_2","Value_1998_3","Value_1998_4"
"Value_1999_0","Value_1999_1","Value_1999_2","Value_1999_3","Value_1999_4"
"Value_2000_0","Value_2000_1","Value_2000_2","Value_2000_3","Value_2000_4"
"Value_2001_0","Value_2001_1","Value_2001_2","Value_2001_3","Value_2001_4"
"Value_2002_0","Value_2002_1","Value_2002_2","Value_2002_3","Value_2002_4"
"Value_2003_0","Value_2003_1","Value_2003_2","Value_2003_3","Value_2003_4"
"Value_2004_0","Value_2004_1","Value_2004_2","Value_2004_3","Value_2004_4"
"Value_2005_0","Value_2005_1","Value_2005_2","Value_2005_3","Value_2005_4"
"Value_2006_0","Value_2006_1","Value_2006_2","Value_2006_3","Value_2006_4"
"Value_2007_0","Value_2007_1","Value_2007_2","Value_2007_3","Value_2007_4"
"Value_2008_0","Value_2008_1","Value_2008_2","Value_2008_3","Value_2008_4"
"Value_2009_0","Value_2009_1","Value_2009_2","Value_2009_3","Value_2009_4"
"Value_2010_0","Value_2010_1","Value_2010_2","Value_2010_3","Value_2010_4"
"Value_2011_0","Value_2011_1","Value_2011_2","Value_2011_3","Value_2011_4"
"Value_2012_0","Value_2012_1","Value_2012_2","Value_2012_3","Value_2012_4"
"Value_2013_0","Value_2013_1","Value_2013_2","Value_2013_3","Value_2013_4"
"Value_2014_0","Value_2014_1","Value_2014_2","Value_2014_3","Value_2014_4"
"Value_2015_0","Value_2015_1","Value_2015_2","Value_2015_3","Value_2015_4"
"Value_2016_0","Value_2016_1","Value_2016_2","Value_2016_3","Value_2016_4"
"Value_2017_0","Value_2017_1","Value_2017_2","Value_2017_3","Value_2017_4"
"Value_2018_0","Value_2018_1","Value_2018_2","Value_2018_3","Value_2018_4"
"Value_2019_0","Value_2019_1","Value_2019_2","Value_2019_3","Value_2019_4"
"Value_2020_0","Value_2020_1","Value_2020_2","Value_2020_3","Value_2020_4"
"Value_2021_0","Value_2021_1","Value_2021_2","Value_2021_3","Value_2021_4"
"Value_2022_0","Value_2022_1","Value_2022_2","Value_2022_3","Value_2022_4"
"Value_2023_0","Value_2023_1","Value_2023_2","Value_2023_3","Value_2023_4"
"Value_2024_0","Value_2024_1","Value_2024_2","Value_2024_3","Value_2024_4"
"Value_2025_0","Value_2025_1","Value_2025_2","Value_2025_3","Value_2025_4"
"Value_2026_0","Value_2026_1","Value_2026_2","Value_2026_3","Value_2026_4"
"Value_2027_0","Value_2027_1","Value_2027_2","Value_2027_3","Value_2027_4"
"Value_2028_0","Value_2028_1","Value_2028_2","Value_2028_3","Value_2028_4"
"Value_2029_0","Value_2029_1","Value_2029_2","Value_2029_3","Value_2029_4"
"Value_2030_0","Value_2030_1","Value_2030_2","Value_2030_3","Value_2030_4"
"Value_2031_0","Value_2031_1","Value_2031_2","Value_2031_3","Value_2031_4"
"Value_2032_0","Value_2032_1","Value_2032_2","Value_2032_3","Value_2032_4"
"Value_2033_0","Value_2033_1","Value_2033_2","Value_2033_3","Value_2033_4"
"Value_2034_0","Value_2034_1","Value_2034_2","Value_2034_3","Value_2034_4"
"Value_2035_0","Value_2035_1","Value_2035_2","Value_2035_3","Value_2035_4"
"Value_2036_0","Value_2036_1","Value_2036_2","Value_2036_3","Value_2036_4"
"Value_2037_0","Value_2037_1","Value_2037_2","Value_2037_3","Value_2037_4"
"Value_2038_0","Value_2038_1","Value_2038_2","Value_2038_3","Value_2038_4"
"Value_2039_0","Value_2039_1","Value_2039_2","Value_2039_3","Value_2039_4"
"Value_2040_0","Value_2040_1","Value_2040_2","Value_2040_3","Value_2040_4"
"Value_2041_0","Value_2041_1","Value_2041_2","Value_2041_3","Value_2041_4"
"Value_2042_0","Value_2042_1","Value_2042_2","Value_2042_3","Value_2042_4"
"Value_2043_0","Value_2043_1","Value_2043_2","Value_2043_3","Value_2043_4"
"Value_2044_0","Value_2044_1","Value_2044_2","Value_2044_3","Value_2044_4"
"Value_2045_0","Value_2045_1","Value_2045_2","Value_2045_3","Value_2045_4"
"Value_2046_0","Value_2046_1","Value_2046_2","Value_2046_3","Value_2046_4"
"Value_2047_0","Value_2047_1","Value_2047_2","Value_2047_3","Value_2047_4"
"Value_2048_0","Value_2048_1","Value_2048_2","Value_2048_3","Value_2048_4"
"Value_2049_0","Value_2049_1","Value_2049_2","Value_2049_3","Value_2049_4"
"Value_2050_0","Value_2050_1","Value_2050_2","Value_2050_3","Value_2050_4"
"Value_2051_0","Value_2051_1","Value_2051_2","Value_2051_3","Value_2051_4"
"Value_2052_0","Value_2052_1","Value_2052_2","Value_2052_3","Value_2052_4"
"Value_2053_0","Value_2053_1","Value_2053_2","Value_2053_3","Value_2053_4"
"Value_2054_0","Value_2054_1","Value_2054_2","Value_2054_3","Value_2054_4"
"Value_2055_0","Value_2055_1","Value_2055_2","Value_2055_3","Value_2055_4"
"Value_2056_0","Value_2056_1","Value_2056_2","Value_2056_3","Value_2056_4"
"Value_2057_0","Value_2057_1","Value_2057_2","Value_2057_3","Value_2057_4"
"Value_2058_0","Value_2058_1","Value_2058_2","Value_2058_3","Value_2058_4"
"Value_2059_0","Value_2059_1","Value_2059_2","Value_2059_3","Value_2059_4"
"Value_2060_0","Value_2060_1","Value_2060_2","Value_2060_3","Value_2060_4"
"Value_2061_0","Value_2061_1","Value_2061_2","Value_2061_3","Value_2061_4"
"Value_2062_0","Value_2062_1","Value_2062_2","Value_2062_3","Value_2062_4"
"Value_2063_0","Value_2063_1","Value_2063_2","Value_2063_3","Value_2063_4"
"Value_2064_0","Value_2064_1","Value_2064_2","Value_2064_3","Value_2064_4"
